2017;04;22;22;00;9.05;0.00;1.80;180.00
2017;04;22;23;00;8.70;0.00;0.72;180.00
2017;04;23;00;00;8.32;0.00;0.00;180.00
2017;04;23;01;00;7.94;0.00;0.36;270.00
2017;04;23;02;00;7.48;0.00;1.02;315.00
2017;04;23;03;00;7.07;0.00;1.30;326.31
2017;04;23;04;00;7.25;0.00;1.80;323.13
2017;04;23;05;00;5.89;0.10;2.62;74.05
2017;04;23;06;00;5.69;0.10;2.90;82.87
2017;04;23;07;00;5.63;0.40;2.52;90.00
2017;04;23;08;00;7.69;0.40;1.48;104.04
2017;04;23;09;00;7.90;0.20;0.00;180.00
2017;04;23;10;00;8.72;0.30;0.36;270.00
2017;04;23;11;00;9.54;0.40;0.51;225.00
2017;04;23;12;00;10.20;0.40;0.80;206.57
2017;04;23;13;00;10.56;0.40;0.72;180.00
2017;04;23;14;00;10.38;0.40;1.02;135.00
2017;04;23;15;00;9.89;0.40;1.30;146.31
2017;04;23;16;00;9.41;0.60;1.48;165.96
2017;04;23;17;00;8.72;0.90;2.16;180.00
2017;04;23;18;00;8.00;1.20;3.32;192.53
2017;04;23;19;00;7.48;0.90;4.35;204.44
2017;04;23;20;00;7.03;0.70;4.02;206.57
2017;04;23;21;00;6.64;0.30;4.35;204.44
2017;04;23;22;00;6.12;0.10;4.39;214.99
2017;04;23;23;00;5.89;0.00;3.60;216.87
2017;04;24;00;00;6.15;0.00;2.81;219.81
2017;04;24;01;00;6.33;0.00;1.80;233.13
2017;04;24;02;00;5.80;0.00;0.72;270.00
2017;04;24;03;00;5.55;0.00;0.36;360.00
2017;04;24;04;00;5.51;0.10;1.14;18.43
2017;04;24;05;00;4.05;0.10;1.80;36.87
2017;04;24;06;00;3.96;0.00;2.04;45.00
2017;04;24;07;00;3.93;0.00;2.60;33.69
2017;04;24;08;00;5.19;0.00;3.40;32.01
2017;04;24;09;00;6.68;0.00;4.21;19.98
2017;04;24;10;00;8.45;0.00;4.69;4.40
2017;04;24;11;00;9.82;0.00;5.45;352.41
2017;04;24;12;00;11.18;0.00;7.07;345.26
2017;04;24;13;00;9.65;0.00;7.90;335.77
2017;04;24;14;00;9.25;0.00;8.50;323.62
2017;04;24;15;00;9.21;0.00;8.65;315.00
2017;04;24;16;00;9.09;0.00;8.79;304.99
2017;04;24;17;00;8.95;0.10;8.53;297.65
2017;04;24;18;00;8.67;0.10;8.09;290.85
2017;04;24;19;00;8.36;0.00;8.12;282.80
2017;04;24;20;00;7.49;0.00;7.64;278.13
2017;04;24;21;00;7.49;0.00;6.49;273.18
2017;04;24;22;00;7.19;0.00;6.13;266.63
2017;04;24;23;00;7.00;0.00;6.52;263.66
2017;04;25;00;00;6.98;0.00;7.28;261.47
2017;04;25;01;00;6.79;0.10;7.28;261.47
2017;04;25;02;00;6.71;0.10;7.34;258.69
2017;04;25;03;00;6.42;0.00;7.34;258.69
2017;04;25;04;00;5.99;0.00;7.42;255.96
2017;04;25;05;00;5.63;0.00;7.17;252.47
2017;04;25;06;00;5.23;0.00;6.49;250.56
2017;04;25;07;00;5.30;0.00;6.15;249.44
2017;04;25;08;00;6.62;0.00;5.82;248.20
2017;04;25;09;00;9.56;0.00;5.82;248.20
2017;04;25;10;00;8.35;0.00;5.63;243.43
2017;04;25;11;00;9.68;0.00;5.50;238.39
2017;04;25;12;00;10.56;0.00;4.39;235.01
2017;04;25;13;00;9.84;0.00;4.61;231.34
2017;04;25;14;00;11.41;0.00;5.40;233.13
2017;04;25;15;00;11.93;0.00;4.69;237.53
2017;04;25;16;00;10.39;0.00;5.63;243.43
2017;04;25;17;00;9.15;0.10;5.82;248.20
2017;04;25;18;00;9.12;0.60;3.22;243.43
2017;04;25;19;00;8.22;0.50;1.14;161.57
2017;04;25;20;00;7.94;0.40;4.51;118.61
2017;04;25;21;00;7.53;0.40;5.99;122.74
2017;04;25;22;00;7.37;0.40;7.39;133.03
2017;04;25;23;00;7.21;0.30;8.16;138.58
